family,species,plant,LM,SEM,TEM
Caryophyllaceae,Dianthus deltoides,['1205604'],"['2011188', '2011189']","['1205601', '1205598', '1205600']",[]
Caryophyllaceae,Dianthus ferrugineus,['2009989'],[],"['2009991', '2009992', '2009993']",[]
Caryophyllaceae,Dianthus glacialis,['2007328'],[],"['2007329', '2007333', '2007332']",[]
Caryophyllaceae,Dianthus hyssopifolius,['2006901'],[],"['2006904', '2006905', '2006906']",[]
Caryophyllaceae,Dianthus monspessulanus,['1013970'],[],"['1013971', '1013972', '1013973']",[]
Caryophyllaceae,Dianthus plumarius,[],"['2011185', '2011186']",[],[]
Caryophyllaceae,Dianthus pontederae,[],"['2014660', '2014661']",[],[]
Caryophyllaceae,Dianthus serotinus,[],"['2014666', '2014667']",[],[]
Caryophyllaceae,Dianthus superbus,['1011008'],"['2011182', '2011183']","['1011009', '1011010', '1011011']",[]
Caryophyllaceae,Dianthus sylvestris,[],"['2011191', '2011192']",[],[]
Scrophulariaceae,Diascia barberae,[],[],"['2002463', '2002461', '2002467']",[]
Papaveraceae,Dicentra canadensis,['1209368'],[],"['1209361', '1209363', '1209359']",[]
Papaveraceae,Dicentra spectabilis,['1017558'],"['1014084', '1014085']","['1017559', '1017560', '1017561']","['1018085', '1018086', '1018087']"
Commelinaceae,Dichorisandra thyrsiflora,['2009902'],[],"['2009912', '2009911', '2009907']",[]
Hydrangeaceae,Dichroa febrifuga,['2008007'],[],"['2008009', '2008014', '2008011']",[]
Rutaceae,Dictamnus albus,['1018807'],"['2012148', '2012149']","['1018808', '1018809', '1018810']",[]
Rubiaceae,Didymaea mexicana,[],[],"['2001848', '2001847', '2001856']",[]
Araceae,Dieffenbachia humilis,[],[],[],"['1021904', '1021905', '1021906']"
Caprifoliaceae,Diervilla amabilis,[],"['2011074', '2011075']",[],[]
Caprifoliaceae,Diervilla sessilifolia,[],"['2015445', '2015446']",[],[]
Plantaginaceae,Digitalis grandiflora,['2001641'],"['2013171', '2013172']","['2001739', '2001640', '2001635']",[]
Plantaginaceae,Digitalis laevigata,['2008466'],[],"['2008473', '2008467', '2008470']",[]
Plantaginaceae,Digitalis lutea,[],"['2013174', '2013175']","['1021810', '1021811', '1021812']","['1021991', '1021992', '1021993']"
Plantaginaceae,Digitalis parviflora,[],"['2016774', '2016775']",[],[]
Plantaginaceae,Digitalis purpurea,['1013366'],"['2013177', '2013178']","['1013367', '1013368', '1013369']",[]
Malvaceae,Dinacrusa hirsuta,[],"['2012262', '2012263']",[],[]
Fabaceae,Dioclea virgata,['2007392'],[],"['2007397', '2007401', '2007395']",[]
Droseraceae,Dionaea muscipula,['1018927'],[],"['1018929', '1018928', '1018930']","['1211722', '1211723', '1211721']"
Zamiaceae,Dioon edule,['1016494'],[],"['1016495', '1016496', '1016497']",[]
Dioscoreaceae,Dioscorea communis,[],"['2016354', '2016355']","['2001290', '2001288', '2001287']",[]
Dioscoreaceae,Dioscorea polystachya,[],"['2015235', '2015236']",[],[]
Ebenaceae,Diospyros blancoi,[],"['2016849', '2016850']",[],[]
Ebenaceae,Diospyros texana,[],[],"['2004542', '2004549', '2004548']",[]
Ebenaceae,Diospyros virginiana,[],"['2015706', '2015707']",[],[]
Brassicaceae,Diplotaxis muralis,[],"['2014678', '2014679']",[],[]
Brassicaceae,Diplotaxis tenuifolia,['1210884'],"['2011566', '2011567']","['1210887', '1210881', '1210882']",[]
Brassicaceae,Diplotaxis viminea,[],"['2016807', '2016808']",[],[]
Caprifoliaceae,Dipsacus fullonum,['1015798'],"['2013344', '2013346']","['1015799', '1015800', '1015801']",[]
Caprifoliaceae,Dipsacus laciniatus,['1016050'],"['2013347', '2013349']","['1016052', '1016053', '1016054']",[]
Caprifoliaceae,Dipsacus pilosus,[],"['2013350', '2013352']",[],[]
Acanthaceae,Ruellia makoyana,['2006431'],[],"['2006335', '2006336', '2006338']",[]
Euphorbiaceae,Discocleidion rufescens,['1019576'],[],"['1019577', '1019578', '1019579']",[]
Fabaceae,Dolichos lablab,[],"['2012169', '2012170']",[],[]
Malvaceae,Andringitra macrantha,[],"['2016663', '2016664']",[],[]
Asteraceae,Doronicum austriacum,['2008189'],"['2013569', '2013570']","['2008193', '2008191', '2008190']",[]
Asteraceae,Doronicum calcareum,[],[],"['2003764', '2003765', '2003762']",[]
Asteraceae,Doronicum catataractarum,[],"['2014681', '2014682']",[],[]
Asteraceae,Doronicum clusii,[],[],"['2000151', '2000156', '2000155']",[]
Asteraceae,Doronicum columnae,['2008389'],"['2018192', '2018193']","['2008395', '2008391', '2008394']",[]
Asteraceae,Doronicum glaciale,['1206391'],"['2014684', '2014685']","['1206386', '1206383', '1206385']",[]
Asteraceae,Doronicum pardalianches,[],"['2013566', '2013567']",[],[]
Asteraceae,Doronicum stiriacum,[],[],"['2003820', '2003819', '2003821']",[]
Moraceae,Dorstenia contrajerva,['1203759'],[],"['1203753', '1203755', '1203754']",[]
Doryanthaceae,Doryanthes palmeri,['1017837'],[],"['1017838', '1017839', '1017840']",[]
Fabaceae,Dorycnium germanicum,['1010983'],"['2014687', '2014688']","['1010984', '1010985', '1010986']",[]
Fabaceae,Dorycnium hirsutum,['2017379'],"['2017369', '2017367']","['2017280', '2017279', '2017284']",[]
Campanulaceae,Downingia elegans,[],[],"['2006038', '2006039', '2006043']",[]
Brassicaceae,Draba aizoides,['1203551'],"['2017738', '2017739']","['1203543', '1203547', '1203544']",[]
Brassicaceae,Draba boerhavii,['1010765'],[],"['1010766', '1010767', '1010768']",[]
Brassicaceae,Draba dubia,['2005667'],[],"['2005671', '2005670', '2005672']",[]
Brassicaceae,Draba fladnizensis,['2007167'],[],"['2007168', '2007171', '2007170']",[]
Brassicaceae,Draba hoppeana,['2001642'],[],"['2001649', '2001645', '2001643']",[]
Brassicaceae,Draba siliquosa,['2008016'],[],"['2008018', '2008021', '2008017']",[]
Asparagaceae,Dracaena fragrans,[],"['2016834', '2016835']",[],[]
Lamiaceae,Dracocephalum austriacum,[],"['2014690', '2014691']","['1018322', '1018323', '1018324']",[]
Lamiaceae,Dracocephalum moldavica,[],"['2016402', '2016403']",[],[]
Lamiaceae,Dracocephalum ruyschiana,[],"['2014693', '2014694']",[],[]
Araceae,Dracunculus vulgaris,['1011846'],"['2014085', '2014086']","['1021892', '1021893', '1021894']","['1021897', '1021896']"
Winteraceae,Drimys granatensis,[],[],"['1018724', '1018725', '1018726']",[]
Droseraceae,Drosera aliciae,['1205789'],[],"['1205791', '1205787', '1205785']",[]
Droseraceae,Drosera binata,['1011267'],[],"['1011269', '1011270', '1011271']",[]
Droseraceae,Drosera capensis,['1213109'],[],"['1213107', '1213108', '1213110']",[]
